ID,Severity,is_severe,split
A-2918284,3,1,train
A-3667726,2,0,train
A-3439793,2,0,train
A-7362025,2,0,train
A-4833395,2,0,test
A-1175502,2,0,test
A-6646238,2,0,test
A-1990642,2,0,train
A-4172000,2,0,train
A-2430061,2,0,train
A-1233325,3,1,train
A-3124315,3,1,train
A-1956859,2,0,train
A-2243001,3,1,train
A-4011398,2,0,train
A-3721876,2,0,test
A-7645010,2,0,train
A-3682331,2,0,train
A-836892,2,0,train
A-85209,3,1,train
A-4961193,2,0,test
A-7605006,2,0,train
A-4941215,2,0,train
A-5983666,2,0,train
A-4008669,2,0,test
A-5963864,2,0,test
A-6626492,2,0,train
A-2636498,2,0,train
A-5851259,2,0,test
A-267173,2,0,train
A-4206867,2,0,train
A-1319307,3,1,train
A-3831865,2,0,train
A-5995826,2,0,train
A-751203,2,0,train
A-2330329,2,0,train
A-396959,2,0,test
A-5282733,2,0,test
A-905068,3,1,train
A-493573,2,0,train
A-4289935,2,0,test
A-3400401,3,1,train
A-1567928,2,0,train
A-274769,2,0,train
A-5368033,2,0,train
A-3975170,4,1,train
A-7587405,2,0,train
A-3279324,3,1,train
A-4786221,2,0,train
A-2332452,2,0,train
A-3234471,3,1,test
A-6520354,2,0,test
A-6661459,2,0,train
A-2819448,3,1,train
A-892285,3,1,train
A-5690019,2,0,test
A-6089149,2,0,train
A-3136664,2,0,train
A-1746503,2,0,train
A-7039831,2,0,train
A-333467,2,0,train
A-3424287,2,0,train
A-536932,2,0,train
A-269484,2,0,train
A-6247973,2,0,train
A-6159463,2,0,test
A-4462094,2,0,train
A-3756936,2,0,train
A-7686139,2,0,train
A-610840,3,1,test
A-980104,2,0,test
A-567877,2,0,train
A-6011198,2,0,test
A-497187,2,0,train
A-6790018,2,0,train
A-3211943,2,0,train
A-922159,3,1,train
A-799076,3,1,train
A-6096212,2,0,test
A-5499148,2,0,train
A-4589273,2,0,train
A-2065709,2,0,train
A-7470227,2,0,train
A-1192742,2,0,train
A-6944039,2,0,test
A-3399839,2,0,train
A-2668717,3,1,train
A-2634881,3,1,train
A-660338,3,1,train
A-7207456,2,0,train
A-16450,2,0,test
A-1873087,2,0,train
A-6135263,2,0,test
A-3950690,2,0,test
A-6808935,2,0,train
A-6055171,2,0,train
A-3358795,3,1,train
A-7423752,2,0,train
A-2474936,2,0,train
A-2025332,2,0,train
A-4934459,2,0,train
A-7273155,2,0,train
A-7176888,1,0,train
A-4362710,2,0,train
A-320072,3,1,train
A-7639676,2,0,train
A-3234012,2,0,train
A-2734771,2,0,train
A-1697110,3,1,train
A-7050841,2,0,train
A-3033244,2,0,test
A-6279203,2,0,test
A-3077532,3,1,train
A-3896574,2,0,test
A-4173340,2,0,train
A-3953195,2,0,test
A-1324278,2,0,train
A-2906023,2,0,test
A-4780801,2,0,train
A-2622885,2,0,train
A-390585,2,0,train
A-977255,2,0,train
A-2863306,3,1,train
A-5433401,2,0,test
A-6766127,2,0,train
A-2139614,2,0,train
A-314214,3,1,train
A-7509150,3,1,train
A-1101423,2,0,train
A-1182068,2,0,train
A-5695039,2,0,train
A-6009374,2,0,train
A-5418389,2,0,train
A-6507522,2,0,train
A-5393141,4,1,train
A-5476120,2,0,train
A-4510749,2,0,train
A-5075250,2,0,test
A-5146394,2,0,train
A-7694839,2,0,train
A-1831500,3,1,train
A-7141388,2,0,train
A-5610650,2,0,test
A-7605122,2,0,train
A-1180629,2,0,train
A-2278387,3,1,train
A-929297,3,1,test
A-398765,2,0,train
A-1887496,3,1,train
A-1812212,3,1,train
A-7068821,2,0,train
A-1215127,3,1,test
A-2382868,2,0,train
A-7106969,2,0,train
A-3945800,2,0,train
A-1306360,3,1,train
A-2329758,2,0,train
A-301320,2,0,train
A-4343721,2,0,train
A-4217811,2,0,train
A-5522550,2,0,test
A-7292771,2,0,test
A-7749515,2,0,train
A-438137,3,1,train
A-5794471,2,0,train
A-1734341,2,0,train
A-91042,3,1,train
A-5487793,2,0,test
A-6324079,2,0,train
A-3652965,2,0,train
A-7380865,2,0,train
A-3877758,2,0,train
A-4458203,2,0,train
A-723244,3,1,train
A-1366316,3,1,train
A-6197629,2,0,train
A-6869644,2,0,train
A-5358945,2,0,train
A-1080386,3,1,train
A-7205794,4,1,train
A-6703013,2,0,train
A-4528233,2,0,train
A-5740293,2,0,train
A-4413038,2,0,train
A-3422767,2,0,train
A-5827094,2,0,test
A-1638390,2,0,train
A-5207334,2,0,test
A-3678741,2,0,train
A-4112362,2,0,test
A-398582,2,0,test
A-293816,3,1,train
A-4900785,2,0,train
A-274074,2,0,train
A-5078617,2,0,test
A-5119118,4,1,train
A-2110376,2,0,train
A-4145140,2,0,train
A-4520004,2,0,train
A-3441984,2,0,train
A-5523697,2,0,train
A-4660846,2,0,test
A-7378233,2,0,train
A-4669845,2,0,train
A-4664009,2,0,train
A-1182137,2,0,train
A-3760526,2,0,train
A-5102293,2,0,train
A-7506508,2,0,train
A-30589,3,1,train
A-5387440,2,0,train
A-3937514,2,0,train
A-5130409,2,0,test
A-2942797,2,0,train
A-4310344,2,0,train
A-4866942,2,0,test
A-4952923,2,0,train
A-4050318,2,0,train
A-3130460,2,0,train
A-91693,3,1,train
A-261373,2,0,train
A-7355921,2,0,train
A-2977647,2,0,train
A-2318319,3,1,test
A-2645870,2,0,test
A-4730792,2,0,train
A-3422863,2,0,test
A-6128130,2,0,train
A-3237220,3,1,test
A-612127,3,1,train
A-317964,3,1,train
A-3268185,3,1,train
A-6211183,2,0,train
A-5152760,2,0,train
A-2900554,3,1,train
A-4188229,2,0,train
A-3550480,2,0,train
A-5212458,2,0,train
A-406795,2,0,test
A-1020024,2,0,train
A-3682210,2,0,train
A-5906270,2,0,train
A-2954383,2,0,train
A-4867963,2,0,train
A-767779,2,0,train
A-7005061,4,1,train
A-4768199,2,0,train
A-4684000,2,0,train
A-6073912,2,0,test
A-7389077,2,0,train
A-4061081,2,0,train
A-6079806,2,0,train
A-3649156,2,0,train
A-2979160,3,1,train
A-7137707,2,0,train
A-4052470,2,0,train
A-1706869,3,1,train
A-4436194,2,0,train
A-2350367,3,1,train
A-7343364,2,0,test
A-4811837,2,0,train
A-314900,2,0,train
A-4489996,2,0,train
A-428575,3,1,train
A-7142641,1,0,train
A-2571263,2,0,train
A-3039877,3,1,train
A-4932394,2,0,train
A-595437,3,1,train
A-6971929,2,0,train
A-6631727,2,0,train
A-2816411,3,1,train
A-7285584,3,1,train
A-7269634,2,0,train
A-1834386,3,1,train
A-2820833,3,1,train
A-2515573,2,0,train
A-5010111,2,0,train
A-3724069,2,0,train
A-431147,2,0,train
A-6438328,2,0,train
A-5548024,2,0,train
A-1617216,3,1,train
A-5953942,2,0,train
A-2194987,2,0,train
A-3726404,2,0,train
A-6798076,2,0,train
A-3540551,2,0,train
A-1843775,3,1,train
A-5105835,2,0,train
A-5789704,2,0,train
A-5234951,2,0,test
A-3373309,3,1,train
A-4063129,2,0,test
A-2840834,3,1,train
A-7155452,1,0,test
A-115042,3,1,train
A-7090456,2,0,test
A-1926425,3,1,test
A-2056159,2,0,train
A-1948532,2,0,test
A-1986202,3,1,train
A-1279281,2,0,train
A-7061294,2,0,test
A-3429117,2,0,train
A-1401663,2,0,train
A-1159922,2,0,train
A-5429949,2,0,test
A-72435,3,1,train
A-9666,3,1,train
A-113390,1,0,test
A-5217492,2,0,train
A-5300327,2,0,test
A-3266027,2,0,test
A-7334115,2,0,train
A-2894672,3,1,test
A-7284688,2,0,train
A-2614384,2,0,test
A-5995347,2,0,train
A-872183,2,0,train
A-5129293,2,0,train
A-2189257,3,1,train
A-6063585,2,0,train
A-3688563,2,0,train
A-4764794,2,0,train
A-1991309,2,0,train
A-3955101,2,0,train
A-3718186,2,0,test
A-2303076,3,1,train
A-79152,3,1,train
A-6084732,2,0,test
A-1954915,3,1,train
A-2637338,2,0,train
A-3427449,3,1,test
A-2343330,2,0,train
A-2234550,2,0,train
A-6683489,2,0,train
A-4462540,2,0,train
A-6513653,2,0,train
A-90412,2,0,train
A-5204731,2,0,train
A-5632812,2,0,train
A-7058931,2,0,train
A-4058415,2,0,test
A-1606866,3,1,test
A-877418,2,0,train
A-7262102,2,0,train
A-3443662,2,0,test
A-2134549,2,0,test
A-6417116,2,0,train
A-3766695,2,0,train
A-2664893,2,0,train
A-3950378,2,0,train
A-3201421,2,0,train
A-2840045,3,1,train
A-6221252,2,0,train
A-4846247,2,0,train
A-5668487,2,0,test
A-3761049,2,0,train
A-3777472,2,0,test
A-980484,2,0,train
A-5015177,2,0,train
A-5371360,2,0,train
A-7589065,2,0,train
A-1286910,3,1,test
A-2191508,2,0,test
A-6872802,2,0,train
A-946289,3,1,train
A-4795040,2,0,train
A-7111580,2,0,train
A-7284772,2,0,test
A-7205770,2,0,train
A-6513913,2,0,train
A-2318956,3,1,train
A-1761849,2,0,test
A-6742316,2,0,train
A-3528057,2,0,train
A-967,3,1,test
A-586726,1,0,train
A-3433056,2,0,train
A-3589518,2,0,train
A-4526713,2,0,train
A-7090276,2,0,train
A-4229252,2,0,train
A-1544601,2,0,train
A-3315820,2,0,train
A-296667,2,0,train
A-5445020,2,0,train
A-5888581,2,0,train
A-57134,3,1,train
A-7331801,2,0,train
A-1200970,2,0,train
A-11147,3,1,test
A-7019970,2,0,test
A-4946283,2,0,train
A-7290554,2,0,train
A-3662647,2,0,train
A-3698687,2,0,train
A-4488387,2,0,train
A-7291520,2,0,train
A-7534335,2,0,train
A-5641866,2,0,train
A-5333692,2,0,train
A-648940,2,0,test
A-7064198,2,0,train
A-6889882,2,0,test
A-5890885,2,0,train
A-5027845,2,0,train
A-4717371,2,0,train
A-2937308,3,1,train
A-827321,3,1,train
A-7418558,2,0,test
A-5689722,2,0,train
A-2028456,2,0,train
A-2361214,2,0,train
A-1274218,2,0,train
A-1537708,2,0,train
A-1986251,2,0,test
A-3539003,2,0,train
A-6936311,2,0,train
A-5419420,2,0,test
A-6309910,2,0,train
A-4420597,2,0,train
A-3800100,2,0,train
A-6906206,2,0,train
A-4608712,2,0,train
A-1288120,3,1,train
A-5911837,2,0,train
A-352436,2,0,train
A-6036658,2,0,train
A-5523821,2,0,train
A-6767407,2,0,train
A-2677,2,0,train
A-3968153,2,0,test
A-6566665,2,0,train
A-404671,3,1,train
A-3391849,2,0,train
A-3763980,2,0,test
A-285422,2,0,test
A-6849231,2,0,train
A-6799685,2,0,train
A-6426114,2,0,train
A-6219371,2,0,train
A-1707102,2,0,train
A-435764,3,1,test
A-7561679,2,0,test
A-4054015,2,0,train
A-4104358,2,0,test
A-982182,2,0,train
A-6738793,2,0,train
A-7334845,2,0,test
A-7111888,2,0,train
A-3815664,2,0,train
A-1658066,2,0,train
A-335193,2,0,train
A-5744950,2,0,train
A-6499982,2,0,train
A-37574,3,1,train
A-1739355,4,1,train
A-4504843,2,0,test
A-2585253,3,1,train
A-5967011,2,0,train
A-5209244,2,0,train
A-7461721,2,0,train
A-3662981,2,0,train
A-5048265,2,0,train
A-5902224,2,0,test
A-4727475,2,0,train
A-6241529,2,0,train
A-7530795,2,0,train
A-2554318,3,1,train
A-5388922,2,0,train
A-4122232,2,0,train
A-823011,2,0,train
A-3283489,3,1,train
A-4391327,2,0,train
A-6050488,2,0,test
A-6399724,2,0,test
A-456774,2,0,test
A-3352427,2,0,train
A-332469,3,1,train
A-5889600,2,0,test
A-6237327,2,0,test
A-4499499,2,0,train
A-3636055,2,0,train
A-4109809,2,0,train
A-7248876,2,0,train
A-1086260,2,0,train
A-7475027,2,0,test
A-6594380,2,0,train
A-1214789,3,1,train
A-1554375,2,0,train
A-1451678,2,0,train
A-1520575,3,1,train
A-2426600,3,1,train
A-3007272,2,0,train
A-550743,3,1,train
A-272236,2,0,train
A-6655775,2,0,test
A-5980316,2,0,train
A-3014931,2,0,train
A-5238214,2,0,train
A-3230266,3,1,train
A-6582062,2,0,train
A-1640584,2,0,test
A-4944787,2,0,test
A-67483,2,0,test
A-291036,2,0,train
A-3531991,2,0,train
A-6729892,2,0,train
A-1565781,2,0,test
A-5717636,2,0,test
A-578616,2,0,train
A-6856343,2,0,train
A-6017769,2,0,train
A-2314220,2,0,test
A-3623972,3,1,train
A-7410407,2,0,train
A-1885163,2,0,train
A-274974,3,1,train
A-1047679,2,0,test
A-2741106,2,0,test
A-3201802,2,0,test
A-5852097,2,0,test
A-6932902,2,0,train
A-1794762,2,0,train
A-1172336,3,1,train
A-1958216,2,0,train
A-2653502,2,0,train
A-6858658,2,0,train
A-7324324,2,0,train
A-7651087,3,1,train
A-1194681,2,0,train
A-386930,3,1,test
A-4322214,2,0,train
A-5886373,2,0,test
A-437201,3,1,train
A-2347632,2,0,train
A-5564124,2,0,train
A-7484684,2,0,test
A-2490874,2,0,train
A-1334659,2,0,train
A-5664059,2,0,train
A-7085248,2,0,train
A-4554149,2,0,test
A-4950344,2,0,test
A-1032226,3,1,train
A-6045826,2,0,train
A-2303011,3,1,test
A-3281996,2,0,train
A-7410356,2,0,train
A-2705941,2,0,train
A-852706,2,0,train
A-955553,2,0,train
A-2058520,2,0,train
A-2185881,3,1,train
A-5632365,2,0,test
A-7295381,2,0,train
A-5334882,2,0,train
A-83794,3,1,test
A-561486,2,0,test
A-4824751,2,0,test
A-1401794,2,0,test
A-2427068,2,0,test
A-1935865,3,1,train
A-899367,2,0,train
A-6118059,2,0,train
A-6948121,2,0,test
A-3234367,3,1,train
A-1853168,3,1,train
A-5584087,2,0,train
A-5466380,2,0,train
A-1912757,2,0,train
A-1328745,2,0,train
A-4669321,2,0,test
A-100716,2,0,train
A-7143908,4,1,train
A-5943475,2,0,test
A-3710452,2,0,test
A-3245679,3,1,train
A-1722752,2,0,test
A-6032026,2,0,train
A-7282205,2,0,train
A-632230,2,0,train
A-3124105,2,0,train
A-718311,2,0,train
A-3533576,2,0,train
A-2496593,2,0,test
A-6797063,2,0,train
A-5793248,2,0,train
A-4789033,2,0,train
A-6026411,2,0,train
A-397848,3,1,train
A-4413052,2,0,train
A-58191,2,0,test
A-3589312,2,0,test
A-5163356,2,0,train
A-3776166,2,0,test
A-7205695,3,1,test
A-6630829,2,0,train
A-4933255,4,1,test
A-2235075,2,0,test
A-4774685,2,0,train
A-3195765,2,0,train
A-4009811,2,0,train
A-1408230,2,0,train
A-886661,2,0,train
A-7103264,2,0,test
A-2574449,2,0,train
A-6139965,2,0,train
A-4102174,2,0,train
A-5056025,2,0,train
A-1713080,3,1,train
A-4195762,2,0,test
A-1322753,3,1,train
A-3053779,3,1,train
A-1005815,3,1,test
A-2318485,2,0,train
A-7037410,2,0,train
A-6607587,2,0,train
A-3873337,2,0,train
A-5213323,2,0,train
A-109739,3,1,test
A-406406,2,0,test
A-1676661,2,0,train
A-2409127,3,1,train
A-6292678,2,0,train
A-3850207,2,0,train
A-4374113,2,0,train
A-3119933,3,1,train
A-510147,3,1,train
A-5468526,2,0,train
A-4929282,2,0,train
A-2473655,3,1,test
A-4543014,2,0,train
A-1846140,2,0,train
A-6000000,2,0,train
A-5469530,2,0,train
A-5672367,2,0,train
A-6297490,2,0,test
A-6292728,2,0,train
A-2499658,2,0,train
A-3587643,2,0,train
A-3524025,2,0,train
A-7343693,2,0,train
A-2315921,2,0,test
A-6324236,2,0,train
A-7191928,1,0,train
A-2118556,3,1,train
A-7005062,2,0,train
A-7041748,2,0,train
A-4380422,2,0,train
A-6821991,2,0,train
A-7282348,2,0,train
A-3903694,2,0,train
A-5055231,2,0,train
A-509240,2,0,train
A-2860605,2,0,train
A-7713119,2,0,train
A-5540163,2,0,train
A-6324174,2,0,train
A-1793965,3,1,train
A-5047747,2,0,train
A-5071434,2,0,test
A-7482762,2,0,train
A-3293669,2,0,train
A-3302534,2,0,test
A-6275090,2,0,train
A-6361676,2,0,train
A-3866622,2,0,train
A-451494,2,0,train
A-5163173,2,0,train
A-1609937,2,0,train
A-4893396,2,0,train
A-2464631,2,0,test
A-5682369,2,0,train
A-2651287,3,1,train
A-5549513,2,0,train
A-4351352,2,0,train
A-97021,3,1,train
A-7340898,2,0,train
A-1660068,2,0,train
A-1547860,3,1,train
A-1689912,2,0,train
A-3373333,3,1,train
A-5603928,2,0,train
A-3607148,2,0,train
A-3705964,2,0,train
A-2532017,2,0,train
A-348219,2,0,train
A-1799934,2,0,train
A-1501622,3,1,train
A-6874322,2,0,test
A-6833860,2,0,train
A-4334896,2,0,train
A-1978106,2,0,train
A-1039705,3,1,train
A-6162672,2,0,train
A-2138941,3,1,train
A-879067,2,0,test
A-5753070,2,0,train
A-846177,2,0,train
A-3830887,2,0,train
A-3003358,3,1,train
A-6254520,2,0,test
A-1628038,2,0,train
A-7414170,2,0,test
A-6533873,2,0,train
A-3588631,3,1,test
A-106413,2,0,train
A-7351759,2,0,train
A-405562,3,1,train
A-980359,2,0,train
A-265846,2,0,train
A-6422890,2,0,train
A-6960244,2,0,train
A-7416617,2,0,train
A-1265841,2,0,train
A-3056843,2,0,train
A-1294107,2,0,train
A-4284007,2,0,train
A-3764851,2,0,test
A-3947026,2,0,train
A-349895,2,0,train
A-59355,2,0,train
A-7538198,3,1,train
A-7190033,2,0,train
A-1600844,2,0,train
A-2192345,2,0,train
A-6516269,2,0,test
A-5811863,2,0,test
A-4466226,2,0,train
A-3032833,3,1,train
A-4634934,2,0,train
A-5847893,2,0,test
A-2205193,2,0,train
A-3429191,3,1,test
A-6658957,2,0,train
A-4452238,2,0,train
A-1501429,2,0,train
A-1665096,2,0,train
A-7748870,2,0,train
A-1440231,3,1,train
A-3731771,2,0,train
A-2970766,2,0,train
A-2129596,2,0,test
A-42370,2,0,train
A-1790976,2,0,train
A-1734593,3,1,test
A-1446211,2,0,train
A-4771117,2,0,train
A-3529146,2,0,train
A-2765576,2,0,train
A-1614838,2,0,train
A-7139,2,0,train
A-2048600,2,0,train
A-2626732,2,0,train
A-3719199,2,0,train
A-4482092,2,0,train
A-4381510,2,0,train
A-4766722,2,0,test
A-971786,3,1,test
A-4240302,2,0,train
A-6912850,2,0,train
A-452659,2,0,train
A-340166,2,0,train
A-5892297,2,0,train
A-6247217,2,0,train
A-4890274,2,0,train
A-2376948,3,1,train
A-2072137,2,0,test
A-3771402,2,0,train
A-2223396,3,1,test
A-2802043,3,1,train
A-7362237,2,0,train
A-3993401,2,0,train
A-451319,3,1,test
A-6313870,2,0,train
A-6922951,2,0,test
A-4203765,2,0,test
A-6368041,2,0,train
A-5502027,2,0,train
A-2885326,2,0,train
A-978597,3,1,test
A-4936360,2,0,test
A-6719044,2,0,train
A-7177284,2,0,train
A-583210,3,1,train
A-1963082,3,1,test
A-1163522,2,0,train
A-7286033,2,0,test
A-7564871,2,0,train
A-1250077,2,0,train
A-3913129,2,0,train
A-5695840,2,0,train
A-82361,3,1,train
A-780799,2,0,train
A-7177144,2,0,train
A-7359127,2,0,train
A-2563378,3,1,train
A-3335242,3,1,train
A-4077515,2,0,test
A-2253750,3,1,test
A-6063746,2,0,train
A-1355206,2,0,train
A-301652,3,1,train
A-5388730,2,0,train
A-3164963,3,1,train
A-3416401,2,0,train
A-2691291,3,1,train
A-7377357,2,0,train
A-1349803,2,0,train
A-4254927,2,0,train
A-6183132,2,0,test
A-6293575,2,0,train
A-7321164,2,0,train
A-7069233,2,0,train
A-2870567,3,1,train
A-1739062,3,1,train
A-3539666,2,0,train
A-6853298,2,0,train
A-5724142,2,0,train
A-2570197,2,0,train
A-5439178,2,0,train
A-3832492,2,0,train
A-3048613,2,0,train
A-796873,2,0,train
A-509631,2,0,train
A-3723738,2,0,train
A-2713799,2,0,train
A-5426006,2,0,test
A-2246776,2,0,train
A-4164159,2,0,train
A-4394857,2,0,train
A-6325249,2,0,train
A-5385864,2,0,train
A-5547029,2,0,train
A-7487034,2,0,test
A-950641,2,0,test
A-2408958,2,0,train
A-1552606,3,1,train
A-2171672,2,0,test
A-1577355,2,0,train
A-4889155,2,0,train
A-997604,3,1,train
A-7565594,2,0,train
A-7651133,2,0,train
A-6674789,2,0,train
A-21907,3,1,train
A-333993,3,1,train
A-5395090,2,0,test
A-6115147,2,0,test
A-2388967,2,0,train
A-7184914,2,0,train
A-3974241,2,0,train
A-6503940,2,0,train
A-5367718,2,0,train
A-6743118,2,0,train
A-339284,2,0,test
A-4796306,2,0,test
A-97477,2,0,test
A-7067579,2,0,train
A-4412171,2,0,train
A-3710502,2,0,train
A-407750,3,1,train
A-690007,2,0,train
A-6465808,2,0,train
A-4785176,2,0,train
A-5871414,2,0,train
A-1219552,2,0,train
A-7278809,2,0,train
A-297265,2,0,test
A-4134888,2,0,train
A-4396673,2,0,train
A-7584473,4,1,train
A-6495820,2,0,train
A-7643785,2,0,test
A-3259259,2,0,train
A-4081765,2,0,train
A-5862665,2,0,train
A-24294,2,0,test
A-5201511,2,0,train
A-6097540,2,0,train
A-7079260,2,0,test
A-5526399,2,0,test
A-3914803,2,0,train
A-7118747,2,0,train
A-1446287,2,0,train
A-4055073,2,0,train
A-7338453,2,0,train
A-6190210,2,0,train
A-6550809,2,0,train
A-5569095,2,0,test
A-1692141,3,1,train
A-4176482,2,0,train
A-3010241,2,0,train
A-1528701,2,0,train
A-2372664,2,0,train
A-5939671,2,0,train
A-2930823,2,0,train
A-3223662,2,0,train
A-7478063,2,0,test
A-3652684,2,0,train
A-900500,3,1,train
A-2443963,2,0,train
A-4748915,2,0,test
A-3362437,2,0,train
A-2575226,2,0,train
A-2845173,2,0,train
A-6698238,2,0,train
A-1885953,3,1,train
A-937409,2,0,train
A-7018345,2,0,train
A-7018463,2,0,train
A-1846473,2,0,train
A-703249,3,1,test
A-6405432,2,0,train
A-34413,2,0,train
A-5329953,2,0,train
A-104992,3,1,test
A-2018311,2,0,test
A-2037771,2,0,train
A-4713717,2,0,train
A-391337,2,0,test
A-5378419,2,0,train
A-7559912,2,0,train
A-3754160,2,0,test
A-5309796,2,0,train
A-4998780,2,0,train
A-3565036,2,0,train
A-1166497,2,0,train
A-2798526,3,1,test
A-3071355,3,1,train
A-4375782,2,0,train
A-1293281,2,0,train
A-1716567,2,0,test
A-4835306,2,0,train
A-7137572,2,0,train
A-3649914,2,0,train
A-862956,2,0,test
A-7039627,2,0,test
A-2881994,2,0,train
A-7673054,2,0,train
A-3531229,2,0,test
A-3656535,2,0,train
A-3242301,2,0,train
A-5147001,2,0,train
A-2391239,2,0,test
A-7282966,2,0,test
A-6197876,2,0,train
A-1820769,2,0,train
A-6182783,2,0,test
A-3641450,2,0,train
A-6692143,2,0,train
A-487724,2,0,train
A-113948,2,0,test
A-6519400,2,0,test
A-2834360,2,0,train
A-2222250,2,0,test
A-2374646,2,0,train
A-1012365,2,0,train
A-2222214,2,0,train
A-2018429,2,0,train
A-5263123,2,0,train
A-2388405,2,0,train
A-6511766,2,0,train
A-7437451,3,1,train
A-6924892,2,0,train
A-2035107,3,1,train
A-6169830,2,0,train
A-5444640,2,0,train
A-3544162,2,0,train
A-1358257,3,1,train
A-7381262,2,0,train
A-4324329,2,0,train
A-1990391,2,0,train
A-5800872,2,0,train
A-5365865,2,0,train
A-3568285,3,1,train
A-5840309,2,0,train
A-1717689,2,0,train
A-287413,3,1,train
A-5968352,2,0,train
A-4687486,2,0,train
A-2710329,3,1,train
A-6103112,2,0,train
A-7596956,4,1,test
A-4359583,2,0,train
A-352925,3,1,train
A-2764732,2,0,train
A-3322286,3,1,train
A-3697701,2,0,train
A-7062232,2,0,test
A-2651151,3,1,train
A-2750723,3,1,test
A-101896,3,1,train
A-4368367,2,0,train
A-1644563,2,0,train
A-4550941,2,0,train
A-3914138,2,0,train
A-4509218,2,0,train
A-1377333,3,1,train
A-4334123,2,0,train
A-4713741,2,0,train
A-5050612,2,0,train
A-7626143,3,1,train
A-6843562,2,0,test
A-1975722,2,0,train
A-531696,2,0,train
A-1468374,2,0,train
A-6543507,2,0,train
A-3813648,2,0,train
A-6345203,2,0,train
A-3111032,3,1,train
A-7207009,2,0,train
A-5199146,2,0,train
A-5217635,2,0,train
A-4199531,2,0,test
A-6570060,2,0,train
A-2528511,2,0,train
A-5237057,2,0,train
A-734181,2,0,train
A-7324670,2,0,train
A-7240100,2,0,train
A-1160030,3,1,train
A-1229291,2,0,train
A-714711,2,0,train
A-4044769,2,0,train
A-5475803,2,0,train
A-7078970,2,0,train
A-1871566,3,1,train
A-3394114,2,0,train
A-60580,3,1,train
A-455931,3,1,train
A-6371935,2,0,train
A-3607240,2,0,train
A-2629491,2,0,train
A-874436,2,0,train
A-394766,3,1,test
A-3167244,2,0,test
A-3017118,2,0,train
A-1706565,2,0,train
A-2572794,2,0,train
A-6361510,2,0,test
A-301553,3,1,train
A-5940929,2,0,train
A-8307,2,0,train
A-31349,2,0,train
A-1351580,2,0,train
A-7659749,2,0,test
A-7063585,2,0,test
A-3668424,2,0,test
A-60773,3,1,test
A-6938914,2,0,test
A-7231285,2,0,train
A-1282089,2,0,train
A-3539652,2,0,train
A-5820291,2,0,train
A-3414622,2,0,train
A-621473,1,0,train
A-6766505,2,0,train
A-885550,2,0,train
A-2110358,3,1,train
A-7478020,2,0,train
A-2916684,2,0,train
A-1554337,2,0,train
A-111331,2,0,test
A-2974927,2,0,test
A-886261,2,0,train
A-90302,2,0,train
A-3244268,2,0,train
A-3826344,2,0,train
A-7029606,2,0,test
A-6134097,2,0,test
A-6571911,2,0,train
A-986697,2,0,train
A-6340702,2,0,train
A-3416237,2,0,train
A-4702556,2,0,train
A-5779185,2,0,train
A-1991979,3,1,test
A-4344899,2,0,train
A-7379337,2,0,train
A-6357829,2,0,train
A-4201300,2,0,train
A-34128,2,0,train
A-1093876,3,1,train
A-399534,2,0,train
A-4200569,2,0,train
A-769961,2,0,train
A-3733192,2,0,train
A-7629526,2,0,train
A-6970251,2,0,train
A-4645188,2,0,test
A-1249994,2,0,train
A-1364173,2,0,train
A-1794013,2,0,train
A-4869974,2,0,train
A-494899,2,0,train
A-3534379,2,0,train
A-2984426,3,1,train
A-4111312,2,0,train
A-2048248,2,0,train
A-1463224,2,0,train
A-3612130,2,0,test
A-1628787,3,1,train
A-5890168,2,0,test
A-3856664,2,0,train
A-2188418,2,0,train
A-7177071,2,0,train
A-1033884,2,0,train
A-640422,2,0,train
A-1554,3,1,train
A-871914,2,0,train
A-4889611,2,0,test
A-6389259,2,0,test
A-1644403,3,1,train
A-4544088,2,0,train
A-7117149,2,0,test
A-2614605,3,1,train
A-7129783,2,0,train
A-6991534,2,0,train
A-3539887,3,1,train
A-3350045,3,1,train
A-2462488,2,0,train
A-3417997,2,0,train
A-4888375,2,0,train
A-5826508,2,0,train
A-4053109,2,0,train
A-2426689,2,0,train
A-5397239,2,0,train
A-7093348,2,0,train
A-4543754,2,0,test
A-2923372,3,1,test
A-2664927,2,0,train
A-6506948,2,0,train
A-289407,2,0,train
A-4870599,2,0,train
A-1432081,3,1,train
A-2811271,2,0,train
A-3690635,2,0,train
A-2571237,2,0,test
A-7275571,2,0,train
A-6408369,2,0,train
A-6473826,2,0,train
A-6329701,2,0,train
A-5031747,2,0,train
A-2280900,3,1,train
A-7610490,2,0,train
A-63944,2,0,train
A-11071,3,1,test
A-3649572,2,0,train
A-4973560,2,0,train
A-5410256,2,0,train
A-1210984,2,0,test
A-5094747,2,0,train
A-4435703,2,0,train
A-6424503,2,0,test
A-5998187,2,0,train
A-6065226,2,0,train
A-6998946,4,1,train
A-392298,2,0,train
A-6810305,2,0,train
A-4314720,2,0,train
A-6541177,2,0,train
A-6272978,2,0,train
A-5949633,2,0,train
A-5989953,2,0,test
A-7210880,2,0,train
A-7095457,2,0,train
A-4549789,2,0,train
A-1674061,3,1,train
A-7092089,2,0,train
A-491516,3,1,train
A-7277799,2,0,test
A-4127662,2,0,train
A-430014,2,0,train
A-4134718,2,0,train
A-13166,2,0,train
